PLANT_ID,LIBRARY,GENETIC_SUBPOP_KINSHIP,SUBPOP,ECOTYPE_NNET,PLOIDY,COLLECTION_TYPE,COLLECTION_METHOD,COLLECTOR,STATE,COUNTY,LATITUDE,LONGITUDE,ELEVATION,NOTE_LATLONG,LOCALITY,TAXON,HABITAT,COLL_DATE,PLANTED_2018
J263.A,IGNY,NA,4X,Unknown,4X,Natural Collection,Supplied by Mike Cassler,"NA",Minnesota,Pipestone,44.11605,-96.1506,553,"NA","NA",Panicum virgatum,"NA",NA,N
J283.A,IEMJ,NA,4X,Unknown,4X,Natural Collection,Field Seed Collection From Single Plant,Briana Whitaker,Illinois ,Kane ,41.859778,-88.253833,225,"NA",Restored Prarie (from local genotypes) Markham Prarie? Infro from R. Walton,Panicum virgatum,"Mesic Prarie, loamy soil",2014-09-13,N
J400.B,IIJT,NA,4X,Unknown,4X,Natural Collection,"Dug up from established common garden at Cornell in Ithica, NY",Cornell,New York,Genesee,42.93,-78.18,300,"NA",Genesee,Panicum virgatum,"NA",NA,N
J409.A,IIJW,NA,4X,Unknown,4X,Natural Collection,"Dug up from established common garden at Cornell in Ithica, NY",Cornell,Wisconsin,Grant,43.2,-90.45,210,"NA",Blue River 1,Panicum virgatum,"NA",NA,N
J426.B,IEZR,NA,4X,Unknown,4X,Natural Collection,"Dug up from established common garden at Cornell in Ithica, NY",Cornell,New York,Richmond,40.61,-74.08,1,"NA",Elbs Pond,Panicum virgatum,"NA",NA,N
J440.B,IIKN,NA,4X,Unknown,4X,Cultivar,"Dug up from established common garden at Cornell in Ithica, NY",Cornell,North Dakota,Hand ,46.388289,-100.98355,NA,Cultivar Origin,Dacotah,Panicum virgatum,"NA",1990-02-20,N
J491.C,IFAL,NA,4X,Unknown,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,T. Quedensley,Missouri,St. Clair,38.049558330000004,-93.96668333,250,"NA",Site Taberville Prairie Conservation Area. 6 miles east of Rockville,Panicum virgatum,Upland,2015-08-23,N
J530.C,IGRI,NA,4X,Unknown,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,New York,Orange,41.16611111,-74.26833333,683,"NA","Sterling Forest area on NE side of Sterling Forest lake, Orange County. Major Land Resource Area 144A.",Panicum virgatum,"NA",NA,N
J539.C,IIMF,NA,4X,Unknown,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,New York,Suffolk,41.104452,-73.451446,27,"NA","NCC Campus, Suffolk County. Major Land Resource Area 149B.",Panicum virgatum,"NA",NA,N
J593.A,IJBQ,NA,4X,Unknown,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,Emily Driskill,North Carolina,Dare,35.59952778,-75.84758333,0,"NA",Alligator River NWR. Pamlico Rd,Panicum virgatum,"NA",2016-09-29,N
J598.C,IMIX,NA,4X,Unknown,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,Melanie Flood,Maryland,Caroline,38.77238889,-75.97663889,0,"NA",Choptank Preserve. Population on both sides of boardwalk at King's Creek Preserve Tract.,Panicum virgatum,"NA",2016-09-20,N
J607.B,INFC,NA,4X,Unknown,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"Michael Piantedosi, Julia Rogers",Rhode Island,Washington,41.5746194,-71.45391389,0,"NA","Wilson SP, N. Kingstown, RI. From boardwalk, enter wet meadow area adjacent upland field area (NE of boatlaunch). Pop is distributed along edge of meadow and field.",Panicum virgatum,"Fields edge. Associated Plants: Juniperus virginiana, Iva frutescens, Atriplex cristata, Baccharis hamlimifolia, Phragmites australia.",2016-10-25,N
K5,NNBT,NA,4X,Unknown,4X,Cultivar,Unknown,"NA",Oklahoma,Huges,35.26,-96.18,250,"NA",Kanlow: Near Wetumka,Panicum virgatum,"NA",NA,N
NFCX1,TCTS,NA,4X,Unknown,4X,Cultivar,Unknown,"NA","NA","NA",28.332505,-98.117501,NA,Alamo Derived,Alamo; PI 422006; Alamo-TX; transformable genotype isolated by Zengyu Zhang,Panicum virgatum,"NA",NA,N
NFGA02_06,PZXS,NA,4X,Unknown,4X,Natural Collection,Unknown,"NA","NA","NA",35.426748,-91.836809,NA,Estimated From Passport Data,PI 414065; BN-14668-65â€”Arkansas ,Panicum virgatum,"NA",NA,N
NFGA09_02,PYSS,NA,4X,Unknown,4X,Cultivar,Unknown,"NA","NA","NA",35.237591,-96.241675,NA,Kanlow,PI 421521; Kanlow--Kansas,Panicum virgatum,"NA",NA,N
NFGA09_05,PYSU,NA,4X,Unknown,4X,Cultivar,Unknown,"NA","NA","NA",35.237591,-96.241675,NA,Kanlow,"PI 421521, Kanlowâ€”Kansas",Panicum virgatum,"NA",NA,N
NFGA15_11,PYSP,NA,4X,Unknown,4X,Natural Collection,Unknown,"NA","NA","NA",33.976779,-89.675641,NA,Estimated From Passport Data,PI 315725; BN-14669-92--Mississippi,Panicum virgatum,"NA",NA,N
NFGA16_05,PYSX,NA,4X,Unknown,4X,Natural Collection,Unknown,"NA","NA","NA",35.032482,-79.547449,NA,Need Info From L. Bartley,PI 315723; BN-8358-62-North Carolina,Panicum virgatum,"NA",NA,N
NFGA16_12,OBWZ,NA,4X,Unknown,4X,Natural Collection,Unknown,"NA","NA","NA",35.032482,-79.547449,NA,"NA",PI 315723; BN-8358-62-North Carolina,Panicum virgatum,"NA",NA,N
NFGA32_06,PYSW,NA,4X,Unknown,4X,Cultivar,Unknown,"NA","NA","NA",28.332505,-98.117501,NA,Alamo,PI 422006; Alamo-TX,Panicum virgatum,"NA",NA,N
NL94,TCTT,NA,4X,Unknown,4X,Cultivar,Unknown,"NA","NA","NA",35.237591,-96.241675,NA,Kanlow Derived,"From Y. Wu, related to Kanlow-like genotypes from northern midwest range of lowlands, product of 3 rounds of recurrent selection for high biomass",Panicum virgatum,"NA",NA,N
SL93,TCTU,NA,4X,Unknown,4X,Cultivar,Unknown,"NA","NA","NA",28.332505,-98.117501,NA,Alamo Derived,"From Y. Wu, related to Alamo-like genotypes from southern U.S. genotypes like Alamo, product of 3 rounds of recurrent selection for high biomass",Panicum virgatum,"NA",NA,N
VS16,PWUZ,NA,4X,Unknown,4X,Cultivar,Unknown,"NA",Nebraska,Otoe ,40.72,-96.12,361,"NA",Summer: Near Nebraska City,Panicum virgatum,"NA",NA,N
WBC3a,ABHM,NA,4X,Unknown,4X,Natural Collection,Unknown,"NA",Texas,Travis ,30.32,-97.9823,322,"NA",West Bee Caves ,Panicum virgatum,"NA",NA,N
2302,WZGG,NA,8X,Unknown,8X,Cultivar,Unknown,"NA","NA","NA",35.237591,-96.241675,NA,Kanlow,"From G. Sarath, Kanlow (purchased from Kansas Plant Materials Center) harvested from production fields at the Manhattan Plant Center, KS",Panicum virgatum,"NA",NA,N
2719,XXAZ,NA,8X,Unknown,8X,Cultivar,Unknown,"NA",Nebraska,Otoe ,40.72,-96.12,361,Summer Derived,"From G. Srath, Summer C2 bulk seeds from crosses between Summer plants selected for high yields and later flowering times under NE conditions",Panicum virgatum,"NA",NA,N
2732,XXAY,NA,8X,Unknown,8X,Cultivar,Unknown,"NA","NA","NA",35.237591,-96.241675,NA,Kanlow Derived,"From G. Sarath, Kanlow N2 bulk seeds from crosses between Kanlow plants selected for two cycles (>12 years) for high survival and high yields under NE conditions",Panicum virgatum,"NA",NA,N
2785b,WZGH,NA,8X,Unknown,8X,Breeding Selection,Unknown,"NA","NA","NA",NA,NA,NA,Hybrid,"From G. Sarath, bulked seeds from an original F1 progeny between Kanlow and Summer plants that were used as progenitors of the new bioenergy type cultivar â€œLibertyâ€ released by KPV in 2014.",Panicum virgatum,"NA",NA,N
9001-3 BN389-69S,TCTW,NA,8X,Unknown,8X,Cultivar,Unknown,"NA","NA","NA",35.350336,-79.436616,NA,Estimated From Passport Data,similar to Casler upland 8X east,Panicum virgatum,"NA",NA,N
9020-5,TCTX,NA,8X,Unknown,8X,Cultivar,Unknown,"NA","NA","NA",35.350336,-79.436616,NA,Estimated From Passport Data,"similar to Casler upland 8X east, carthage",Panicum virgatum,"NA",NA,N
ALB280,NNBU,NA,4X,Unknown,4X,Cultivar,Unknown,"NA","NA","NA",35.237591,-96.241675,NA,Kanlow Derived,"Tobias, diploid genotype progeny from K5, PI 421521; Kanlow--Kansas",Panicum virgatum,"NA",NA,N
Blackwell_WO1,WZGA,NA,8X,Unknown,8X,Cultivar,Unknown,"NA",Oklahoma,Kay,36.823448,-97.179026,315,GPS estimated using passport data,Blackwell,Panicum virgatum,"NA",NA,N
Hammonasset,TCTP,NA,4X,Unknown,4X,Breeding Selection,Unknown,"NA","NA","NA",NA,NA,NA,Hybrid,"NA",Panicum virgatum,"NA",NA,N
J002.A,"NA",NA,8X,Unknown,8X,Natural Collection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,Florida,Citrus,28.75,-82.53,16,"NA","Citrus County, FL",Panicum virgatum,"NA",NA,Y
J003.C,IIAH,NA,4X,Coastal,4X,Breeding Selection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,North Carolina,Richmond,35.029935,-79.547826,128,"NA","Hoffman, NC",Panicum virgatum,"NA",NA,Y
J004.A,IIAP,NA,8X,Unknown,8X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,Kansas,Ellsworth,38.736583,-98.22838,480,"NA",Ellsworth,Panicum virgatum,"NA",1956-01-01,Y
J004.C,ITAP,NA,8X,Unknown,8X,Breeding Selection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,Kansas,Ellsworth,38.736583,-98.22838,480,"NA",Ellsworth,Panicum virgatum,"NA",1956-01-01,Y
J007.A,"NA",NA,8X,Unknown,8X,Breeding Selection,Grown from GRIN Seed Packet In Austin,"NA","NA",Santa Fe,31.247613,-61.487103,103,"NA","Rafaela Experiment Station, Unknown if Natural Collection. Collected by a collector, but was on Ag experiment land.",Panicum virgatum,"NA",NA,N
J007.B,"NA",NA,8X,Unknown,8X,Breeding Selection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,"NA",Santa Fe,31.247613,-61.487103,103,"NA","Rafaela Experiment Station, Unknown if Natural Collection. Collected by a collector, but was on Ag experiment land.",Panicum virgatum,"NA",NA,Y
J007.C,"NA",NA,8X,Unknown,8X,Breeding Selection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,"NA",Santa Fe,31.247613,-61.487103,103,"NA","Rafaela Experiment Station, Unknown if Natural Collection. Collected by a collector, but was on Ag experiment land.",Panicum virgatum,"NA",NA,Y
J009.A,IIBE,NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,New Mexico,Union,36.600366,-103.609128,1816,"NA",Near Grenville.,Panicum virgatum,Deep sand site a few miles south of the town. Annual precipitation 4 mm.,1940-01-01,Y
J009.B,IIBL,NA,8X,Unknown,8X,Natural Collection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,New Mexico,Union,36.600366,-103.609128,1816,"NA",Near Grenville.,Panicum virgatum,Deep sand site a few miles south of the town. Annual precipitation 4 mm.,1940-01-01,N
J010.A,"NA",NA,8X,Unknown,8X,Breeding Selection,Grown from GRIN Seed Packet In Austin,"NA",North Carolina,Wake,35.841854,-78.616101,NA,GPS estimated using passport data,Soil Conservation Service,Panicum virgatum,"NA",1976-11-26,N
J010.B,"NA",NA,8X,Unknown,8X,Breeding Selection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,North Carolina,Wake,35.841854,-78.616101,NA,GPS estimated using passport data,Soil Conservation Service,Panicum virgatum,"NA",1976-11-26,Y
J010.C,"NA",NA,8X,Unknown,8X,Breeding Selection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,North Carolina,Wake,35.841854,-78.616101,NA,GPS estimated using passport data,Soil Conservation Service,Panicum virgatum,"NA",1976-11-26,Y
J011.A,IHYG,NA,8X,Unknown,8X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,Kansas,Saline,38.824832,-97.625651,NA,GPS estimated using passport data,Soil Conservation Service,Panicum virgatum,"NA",1976-11-26,Y
J011.C,IHZA,NA,8X,Unknown,8X,Breeding Selection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,Kansas,Saline,38.824832,-97.625651,NA,GPS estimated using passport data,Soil Conservation Service,Panicum virgatum,"NA",1976-11-26,Y
J012.A,"NA",NA,8X,Unknown,8X,Breeding Selection,Grown from GRIN Seed Packet In Austin,"NA",New York,"NA",42.1497,-74.9384,736,Approx @ State Center,Soil Conservation Service,Panicum virgatum,"NA",1976-11-26,Y
J014.A,"NA",NA,8X,Unknown,8X,Cultivar,Grown from GRIN Seed Packet In Austin,"NA",North Carolina,Moore,35.350336,-79.436616,120,"NA",Carthage,Panicum virgatum,"Dominant soils are deep, sandy Quartzipsamments and Paleudults on rolling hilly slopes where the upper sandy strata are thick. Area was once ancient shoreline and the sands were re-depoisted by the wind. Area is a humid subtropical climate receiving an av",1977-11-30,N
J014.C,"NA",NA,8X,Unknown,8X,Cultivar,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,North Carolina,Moore,35.350336,-79.436616,120,"NA",Carthage,Panicum virgatum,"Dominant soils are deep, sandy Quartzipsamments and Paleudults on rolling hilly slopes where the upper sandy strata are thick. Area was once ancient shoreline and the sands were re-depoisted by the wind. Area is a humid subtropical climate receiving an av",1977-11-30,Y
J015.A,"NA",NA,8X,Unknown,8X,Cultivar,Grown from GRIN Seed Packet In Austin,"NA",Oklahoma,Kay,36.823448,-97.179026,315,GPS estimated using passport data,"Kay County, OK",Panicum virgatum,"NA",1977-11-30,Y
J015.B,"NA",NA,8X,Unknown,8X,Cultivar,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,Oklahoma,Kay,36.823448,-97.179026,315,GPS estimated using passport data,"Kay County, OK",Panicum virgatum,"NA",NA,N
J015.C,"NA",NA,8X,Unknown,8X,Cultivar,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,Oklahoma,Kay,36.823448,-97.179026,315,GPS estimated using passport data,"Kay County, OK",Panicum virgatum,"NA",NA,Y
J021.A,IHYU,NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Texas,Gonzales,29.443853,-96.941093,NA,GPS estimated using passport data,"NA",Panicum virgatum,"NA",1977-09-27,Y
J021.B,IIBT,NA,8X,Unknown,8X,Natural Collection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,Texas,Gonzales,29.443853,-96.941093,NA,GPS estimated using passport data,"NA",Panicum virgatum,"NA",1977-09-27,Y
J023.A,IICB,NA,8X,Unknown,8X,Cultivar,Grown from GRIN Seed Packet In Austin,T. Juenger,West Virginia,Raleigh,37.73816,-81.251883,NA,GPS estimated using passport data,"Originally from Raleigh County, West Virginia",Panicum virgatum,"NA",1973-01-01,Y
J023.C,IICI,NA,8X,Unknown,8X,Cultivar,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,West Virginia,Raleigh,37.73816,-81.251883,NA,GPS estimated using passport data,"Originally from Raleigh County, West Virginia",Panicum virgatum,"NA",1973-01-01,N
J024.B,IHYQ,NA,4X,Unknown,4X,Natural Collection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,Antwerp,Antwerp,NA,NA,11,"NA",Unknown. Collector Indicates Wild Seed,Panicum virgatum,"NA",1979-04-01,N
J025.A,"NA",NA,8X,Unknown,8X,Cultivar,Grown from GRIN Seed Packet In Austin,"NA",Illinois,Hardin,37.469217,-88.165308,114,"NA","Cave-in-Rock, Illinois",Panicum virgatum,"NA",1958-01-01,Y
J027.C,IHWQ,NA,8X,Unknown,8X,Natural Collection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,North Carolina,New Hanover,34.225725,-77.94471,NA,GPS estimated using passport data,"NA",Panicum virgatum,"NA",1983-01-01,Y
J028.A,IICQ,NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Arkansas,Franklin,35.592797,-93.824824,355,"NA","Franklin County, Arkansas",Panicum virgatum,"NA",1955-10-31,N
J028.B,IICY,NA,8X,Unknown,8X,Natural Collection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,Arkansas,Franklin,35.592797,-93.824824,355,"NA","Franklin County, Arkansas",Panicum virgatum,"NA",1955-10-31,N
J029.C,IHXJ,NA,8X,Unknown,8X,Natural Collection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,New Jersey,Cumberland,39.222976,-74.992585,3,"NA","Heislerville, New Jersey",Panicum virgatum,"NA",NA,Y
J030.A,IEXR,NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Colorado,Kiowa,38.480562,-102.781863,1286,"NA","Eads, Colorado",Panicum virgatum,"NA",NA,N
J030.B,IHYD,NA,8X,Unknown,8X,Natural Collection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,Colorado,Kiowa,38.480562,-102.781863,1286,"NA","Eads, Colorado",Panicum virgatum,"NA",NA,Y
J031.A,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,"NA",Colorado,El Paso,38.833882,-104.821363,1832,"NA","Colorado Springs, Colorado",Panicum virgatum,"NA",NA,N
J032.A,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,"NA",Maryland,"NA",39.0724,-76.7902,59,Approx @ State Center,"NA",Panicum virgatum,"NA",1983-01-01,N
J032.B,"NA",NA,8X,Unknown,8X,Natural Collection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,Maryland,"NA",39.0724,-76.7902,59,Approx @ State Center,"NA",Panicum virgatum,"NA",1983-01-01,N
J032.C,"NA",NA,8X,Unknown,8X,Natural Collection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,Maryland,"NA",39.0724,-76.7902,59,Approx @ State Center,"NA",Panicum virgatum,"NA",1983-01-01,Y
J033.A,"NA",NA,8X,Unknown,8X,Cultivar,Grown from GRIN Seed Packet In Austin,"NA",Oklahoma,Payne,36.115609,-97.058372,NA,GPS estimated using passport data,"Received through National Plant Materials Center, SCS, Beltsville, MD SCS T-numberÂ ",Panicum virgatum,"NA",1961-08-01,Y
J034.A,"NA",NA,8X,Unknown,8X,Cultivar,Grown from GRIN Seed Packet In Austin,"NA",Nebraska,Holt,42.380331,-98.660059,612,"NA","Holt County, Nebraska",Panicum virgatum,"NA",1935-01-01,N
J035.A,"NA",NA,8X,Unknown,8X,Cultivar,Grown from GRIN Seed Packet In Austin,"NA",South Dakota,Sanborn,44.022206,-98.10814,386,"NA","Forestburg, Sanborn County, South Dakota",Panicum virgatum,"NA",1956-08-01,N
J038.A,"NA",NA,8X,Unknown,8X,Cultivar,Grown from GRIN Seed Packet In Austin,"NA",Nebraska,Saunders,41.180367,-96.455918,NA,Developed by NEB,TrailBlazer,Panicum virgatum,"NA",1984-08-01,Y
J039.A,"NA",NA,8X,Unknown,8X,Cultivar,Grown from GRIN Seed Packet In Austin,"NA",Illinois,Hardin,37.469217,-88.165308,NA,GPS estimated using passport data,"NA",Panicum virgatum,"NA",1995-10-12,Y
J040.A,"NA",NA,8X,Unknown,8X,Cultivar,Grown from GRIN Seed Packet In Austin,"NA",South Dakota,Union,42.862135,-96.706591,340,GPS estimated using passport data,Sunburst,Panicum virgatum,"NA",NA,Y
J042.A,"NA",NA,8X,Unknown,8X,Cultivar,Grown from GRIN Seed Packet In Austin,"NA","NA","NA",NA,NA,NA,Hybrid,Polycross of plants from eight(8) cultivars,Panicum virgatum,"NA",2005-04-26,N
J043.A,"NA",NA,8X,Unknown,8X,Cultivar,Grown from GRIN Seed Packet In Austin,"NA","NA","NA",NA,NA,NA,Hybrid,Polycross of plants from eight(8) cultivars,Panicum virgatum,"NA",2005-04-26,Y
J044.A,"NA",NA,8X,Unknown,8X,Cultivar,Grown from GRIN Seed Packet In Austin,"NA",New Mexico,Valencia,34.806161,-106.733356,NA,GPS estimated using passport data,"NA",Panicum virgatum,"NA",1963-04-01,Y
J044.B,"NA",NA,8X,Unknown,8X,Cultivar,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,New Mexico,Valencia,34.806161,-106.733356,NA,GPS estimated using passport data,"NA",Panicum virgatum,"NA",1963-04-01,Y
J044.C,"NA",NA,8X,Unknown,8X,Cultivar,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,New Mexico,Valencia,34.806161,-106.733356,NA,GPS estimated using passport data,"NA",Panicum virgatum,"NA",1963-04-01,Y
J045.A,IIDF,NA,8X,Unknown,8X,Cultivar,Grown from GRIN Seed Packet In Austin,T. Juenger,Nebraska,York,40.739884000000004,-97.546288,NA,"NA","NA",Panicum virgatum,"NA",1964-04-01,N
J045.B,IHZH,NA,8X,Unknown,8X,Cultivar,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,Nebraska,York,40.739884000000004,-97.546288,NA,"NA","NA",Panicum virgatum,"NA",1964-04-01,Y
J046.A,"NA",NA,8X,Unknown,8X,Cultivar,Grown from GRIN Seed Packet In Austin,"NA",Nebraska,Saunders,41.2,-96.5,370,"NA","NA",Panicum virgatum,"NA",1967-01-01,Y
J047.A,"NA",NA,8X,Unknown,8X,Breeding Selection,Grown from GRIN Seed Packet In Austin,"NA",North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J048.A,"NA",NA,8X,Unknown,8X,Breeding Selection,Grown from GRIN Seed Packet In Austin,"NA",North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J049.A,"NA",NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,"NA",North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J050.A,"NA",NA,8X,Unknown,8X,Breeding Selection,Grown from GRIN Seed Packet In Austin,"NA",North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J051.A,"NA",NA,8X,Unknown,8X,Breeding Selection,Grown from GRIN Seed Packet In Austin,"NA",North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
